id,source_id,source_cutoff,question_text,trigger_span,answer_text,answer_span,answer_score,snippet_has_arg1_of,trigger_has_arg1_of,answer_has_arg2_of
starshade.S105.Q2,starshade,5425,What are these petals they're talking about?,"[5399, 5423]",It sounds like the petals are something called a sub-scale star shade,"[5425.0, 5455.0]",4.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
starshade.S107.Q2,starshade,5507,What are some of its other properties?,"[5462, 5505]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S43.Q4,starshade,2398,How do we get rid of the light?,"[2375, 2396]",,,2.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S45.Q4,starshade,2612,What is the coolest technology?,"[2535, 2542]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S103.Q3,starshade,5321,When is this technology going to be launched?,"[5297, 5319]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
starshade.S105.Q3,starshade,5425,When is the next test?,"[5321, 5354]",,,1.0,['EntRel:nan'],[],[]
starshade.S101.Q3,starshade,5234,Who is this person speaking in front of?,"[5212, 5222]",,,1.0,['NoRel:nan'],[],[]
starshade.S23.Q4,starshade,1423,Why are we trying to make the image smaller?,"[1366, 1421]",They're trying to show how small the earth gets when you move far away from it.,"[1599.0, 1638.0]",3.0,['Implicit:Comparison.Concession.Arg2-as-denier'],['Implicit:Comparison.Concession.Arg2-as-denier'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Equivalence']"
starshade.S25.Q4,starshade,1569,What is the Kuiper Belt?,"[1552, 1567]",,,1.0,['AltLex:Temporal.Synchronous'],['AltLex:Temporal.Synchronous'],[]
starshade.S27.Q4,starshade,1640,What causes it to be so hard to see?,"[1569, 1597]",It's bunched up near the sun from this distance.,"[1776.0, 1811.0]",3.0,['Explicit:Expansion.Conjunction'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']"
starshade.S29.Q4,starshade,1846,What is the Oort Cloud?,"[1712, 1722]",,,1.0,['NoRel:nan'],[],[]
starshade.S110.Q4,starshade,5692,What are the petals for?,"[5507, 5535]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],[]
starshade.S117.Q4,starshade,5893,What happens if the petals don't go to the same place?,"[5710, 5755]",,,2.0,['EntRel:nan'],[],[]
starshade.S119.Q4,starshade,6049,How would this be used in space?,"[5985, 6012]",used with a telescope,"[6156.0, 6179.0]",4.0,['EntRel:nan'],['EntRel:nan'],"['Explicit:Contingency.Condition.Arg2-as-cond', 'EntRel:nan']"
starshade.S121.Q4,starshade,6248,What is an occulter?,"[6216, 6231]",,,1.0,[],[],[]
starshade.S107.Q3,starshade,5507,What does a star shade do?,"[5445, 5455]",,,2.0,['EntRel:nan'],[],[]
starshade.S35.Q4,starshade,1965,How is it gone? Did it disappear from view?,"[1959, 1963]",The star greatly outshines the planet.,"[2026.0, 2068.0]",5.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']"
starshade.S22.Q4,starshade,1366,How far away are we going to move?,"[1291, 1315]",There going 10 further again,"[1461.0, 1498.0]",5.0,['EntRel:nan'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']"
starshade.S24.Q4,starshade,1500,Why are we looking at the little moon?,"[1444, 1455]",,,1.0,['Implicit:Contingency.Cause.Result'],[],[]
starshade.S26.Q4,starshade,1599,What are you trying to resolve?,"[1578, 1597]",pale blue dot ,"[1599.0, 1638.0]",4.0,['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Equivalence']"
starshade.S28.Q4,starshade,1689,How far away are you going to move?,"[1665, 1687]",ten times further away again,"[1861.0, 1883.0]",3.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'NoRel:nan']"
starshade.S14.Q4,starshade,1226,Why haven't we done what?,"[986, 1011]",,,1.0,['Explicit:Contingency.Cause.Reason'],[],[]
starshade.S21.Q4,starshade,1330,Why are we moving a telescope far into outer space?,"[1291, 1328]",,,1.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],[]
starshade.S84.Q2,starshade,4346,"Has this been done in space yet, or just as an experiment?","[4318, 4344]",,,1.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']",[]
starshade.S65.Q2,starshade,3566,Which planets could we see?,"[3501, 3522]","It doesn't work, so we can't see any planets.","[3598.0, 3616.0]",5.0,['EntRel:nan'],[],"['EntRel:nan', 'Explicit:Expansion.Conjunction']"
starshade.S70.Q2,starshade,3676,Why doesn't it work?,"[3640, 3674]","The screen doesn't block the light, because the light diffracts around it.","[3703.0, 3751.0]",5.0,['Explicit:Contingency.Cause.Reason'],['Explicit:Contingency.Cause.Reason'],"['EntRel:nan', 'Explicit:Contingency.Cause.Reason']"
starshade.S72.Q2,starshade,3886,Would a bigger screen solve the problem?,"[3845, 3884]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S80.Q2,starshade,4198,What do you think will happen in the next 10 years?,"[4088, 4114]",,,1.0,['EntRel:nan'],[],[]
starshade.S109.Q3,starshade,5623,What else are they building?,"[5560, 5588]",,,1.0,['AltLex:Temporal.Asynchronous.Precedence'],[],[]
starshade.S115.Q3,starshade,5692,What happens once the petals are in place?,"[5673, 5690]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
starshade.S17.Q4,starshade,1291,What will we see?,"[1155, 1184]",the little moon,"[1436.0, 1455.0]",5.0,['AltLex:Temporal.Asynchronous.Precedence'],['AltLex:Temporal.Asynchronous.Precedence'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Comparison.Concession.Arg2-as-denier']"
starshade.S33.Q6,starshade,2070,Where did the planet go?,"[1945, 1963]",The planet should be in a red circle.,"[2070.0, 2111.0]",4.0,['EntRel:nan'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason']"
starshade.S38.Q6,starshade,2141,Is the planet in the circle?,"[2076, 2111]",,,2.0,"['Explicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']",['Explicit:Contingency.Cause.Reason'],[]
starshade.S40.Q6,starshade,2203,Why is the star's light so bright?,"[2163, 2201]",The light shows up too bright in the telescope.,"[2219.0, 2272.0]",5.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']"
starshade.S65.Q3,starshade,3566,Could that really work?,"[3328, 3366]","No, it doesn't.","[3640.0, 3674.0]",5.0,['EntRel:nan'],[],"['EntRel:nan', 'Explicit:Contingency.Cause.Reason']"
starshade.S70.Q3,starshade,3676,Did they actually try it?,"[3569, 3616]",They found out light behaves the same around the screen.,"[3723.0, 3764.0]",4.0,['Explicit:Contingency.Cause.Reason'],[],"['EntRel:nan', 'Explicit:Contingency.Cause.Reason']"
starshade.S72.Q3,starshade,3886,Is there a solution to that problem?,"[3845, 3884]","If we feather the edges, we control diffraction.","[3977.0, 4001.0]",5.0,['EntRel:nan'],['EntRel:nan'],"['Explicit:Contingency.Condition.Arg2-as-cond', 'EntRel:nan']"
starshade.S74.Q2,starshade,3936,Is there any other way?,"[3886, 3908]",There is a way to adapt to correct the problem.,"[3940.0, 3972.0]",4.0,['Explicit:Comparison.Concession.Arg2-as-denier'],[],['Explicit:Comparison.Concession.Arg2-as-denier']
starshade.S76.Q2,starshade,4084,How many planets have been found this way?,"[4058, 4082]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
starshade.S80.Q3,starshade,4198,You've been using this method for ten years?,"[4088, 4114]",,,1.0,['EntRel:nan'],[],[]
starshade.S84.Q3,starshade,4346,So the proper shape is like a flower petal?,"[4201, 4237]",,,2.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']",[],[]
starshade.S74.Q3,starshade,3936,If there anything that can be done to make a better shadow?,"[3886, 3908]",Control the diffraction by softening the edges.,"[4003.0, 4051.0]",5.0,['Explicit:Comparison.Concession.Arg2-as-denier'],[],"['Explicit:Contingency.Condition.Arg2-as-cond', 'EntRel:nan', 'Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Contingency.Cause.Result']"
starshade.S76.Q3,starshade,4084,What planet can we see?,"[4058, 4082]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
starshade.S32.Q4,starshade,1885,What planet are you trying to see?,"[1831, 1841]",Seeing a big star,"[1989.0, 2018.0]",3.0,['Implicit:Contingency.Cause.Result'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']"
starshade.S36.Q4,starshade,2070,Is it the sun?,"[2026, 2068]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S37.Q5,starshade,2113,What is the red circle?,"[2089, 2111]",,,1.0,['EntRel:nan'],[],[]
starshade.S94.Q3,starshade,5172,What is separating from the telescope?,"[4910, 4922]",Something that can cause planets to orbit around itself.,"[5185.0, 5210.0]",3.0,['AltLex:Contingency.Cause.Result'],[],['AltLex:Contingency.Cause.Result']
starshade.S30.Q5,starshade,1965,How did you get to Alpha Centauri?,"[1885, 1912]",,,2.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S94.Q4,starshade,5172,What separates from the telescope?,"[4910, 4941]",,,1.0,['AltLex:Contingency.Cause.Result'],[],[]
starshade.S39.Q5,starshade,2163,Why is it hard?,"[2141, 2161]",The light from the star scatters in the telescope and washes out the planet.,"[2278.0, 2299.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']"
starshade.S41.Q5,starshade,2301,Whose telescope is it?,"[2208, 2239]",,,1.0,['Explicit:Contingency.Cause.Result'],['Explicit:Contingency.Cause.Result'],[]
starshade.S43.Q5,starshade,2398,How do you get rid of the light?,"[2375, 2396]",,,2.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S45.Q5,starshade,2612,Why is it the coolest?,"[2520, 2542]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S51.Q5,starshade,2764,Where was Spitzer from?,"[2619, 2651]",,,1.0,['EntRel:nan'],[],[]
starshade.S17.Q5,starshade,1291,Do you think we will ever have a telescope in the orbit of Mars?,"[1140, 1153]",,,1.0,['AltLex:Temporal.Asynchronous.Precedence'],['AltLex:Temporal.Asynchronous.Precedence'],[]
starshade.S22.Q5,starshade,1366,Why did it move there?,"[1342, 1364]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S42.Q6,starshade,2372,How will you dim the light?,"[2331, 2370]",We have technologies to get rid of it.,"[2425.0, 2463.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Conjunction']
starshade.S44.Q6,starshade,2544,Which tech is the coolest?,"[2505, 2542]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
starshade.S48.Q6,starshade,2742,How will the tech get us an Earth?,"[2557, 2591]",,,1.0,['EntRel:nan'],[],[]
starshade.S24.Q5,starshade,1500,"What moon, the earth's moon?","[1444, 1455]",,,1.0,['Implicit:Contingency.Cause.Result'],[],[]
starshade.S26.Q5,starshade,1599,What is the Kuiper Belt?,"[1556, 1567]",,,1.0,['Implicit:Expansion.Equivalence'],[],[]
starshade.S28.Q5,starshade,1689,What's ten times further away?,"[1665, 1687]","The ""Oort Cloud"" is there, outside the solar system.","[1712.0, 1748.0]",4.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result']"
starshade.S32.Q5,starshade,1885,What's ten times further out?,"[1861, 1883]","Alpha Centauri, the nearest star, is ten times further out.","[1898.0, 1939.0]",5.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result']"
starshade.S36.Q5,starshade,2070,Is Alpha Centauri similar to the sun?,"[1898, 1939]",,,1.0,['EntRel:nan'],[],[]
starshade.S101.Q4,starshade,5234,What are the planets orbiting?,"[5178, 5210]",,,1.0,['NoRel:nan'],[],[]
starshade.S103.Q4,starshade,5321,What is being worked on?,"[5273, 5319]",Possibly a star,"[5435.0, 5455.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['EntRel:nan']
starshade.S101.Q5,starshade,5234,What are the planets orbiting?,"[5185, 5210]",,,1.0,['NoRel:nan'],[],[]
starshade.S103.Q5,starshade,5321,What have they been working on????,"[5262, 5288]","Looks like they are possibly working on a ""star shade"".","[5425.0, 5455.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['EntRel:nan']
starshade.S105.Q4,starshade,5425,What are the petals?,"[5412, 5423]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S107.Q4,starshade,5507,What is a star shade?,"[5445, 5455]",,,1.0,['EntRel:nan'],[],[]
starshade.S109.Q4,starshade,5623,What is the internship for?,"[5597, 5614]",,,1.0,['AltLex:Temporal.Asynchronous.Precedence'],[],[]
starshade.S2.Q4,starshade,296,How powerful would the telescope need to be?,"[176, 199]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
starshade.S94.Q5,starshade,5172,What is moving in front of the star?,"[5088, 5127]",,,1.0,['AltLex:Contingency.Cause.Result'],['AltLex:Contingency.Cause.Result'],[]
starshade.S52.Q6,starshade,2788,How did a solar eclipse inspire this tech?,"[2764, 2786]",,,2.0,['Implicit:Contingency.Cause.Reason'],['Implicit:Contingency.Cause.Reason'],[]
starshade.S65.Q4,starshade,3566,what would we build?,"[3334, 3346]",A big screen,"[3606.0, 3616.0]",4.0,['EntRel:nan'],[],"['EntRel:nan', 'Explicit:Expansion.Conjunction']"
starshade.S70.Q4,starshade,3676,It there a planet?,"[3609, 3616]",NO,"[3865.0, 3884.0]",4.0,['Explicit:Contingency.Cause.Reason'],[],['Explicit:Expansion.Conjunction']
starshade.S72.Q4,starshade,3886,what does bending around a rockin the stream do?,"[3865, 3884]",destroys shadows,"[3902.0, 3908.0]",4.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
starshade.S74.Q4,starshade,3936,How is the shadow,"[3902, 3908]",terrible,"[4076.0, 4082.0]",4.0,['Explicit:Comparison.Concession.Arg2-as-denier'],[],['EntRel:nan']
starshade.S76.Q4,starshade,4084,what happens when you feather edges,"[4032, 4051]",controls diffraction ,"[4103.0, 4108.0]",4.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction']
starshade.S80.Q4,starshade,4198,when did we come up with optimal solutions for that,"[4100, 4108]",10 years,"[4333.0, 4344.0]",4.0,['EntRel:nan'],[],['EntRel:nan']
starshade.S84.Q4,starshade,4346,What can we control,"[4333, 4344]",Diffraction,"[4389.0, 4405.0]",4.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']",['EntRel:nan']
starshade.S115.Q4,starshade,5692,How do the petals rotate?,"[5652, 5690]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
starshade.S115.Q5,starshade,5692,Where are they deploying?,"[5634, 5650]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],[]
starshade.S6.Q4,starshade,625,Are there more planets than we currently think there are?,"[477, 514]",haven't seen them...only detected them indirectly,"[658.0, 693.0]",4.0,['Explicit:Comparison.Concession.Arg2-as-denier'],['Explicit:Comparison.Concession.Arg2-as-denier'],['Implicit:Expansion.Substitution.Arg2-as-subst']
starshade.S8.Q4,starshade,695,How many planets do you think there are?,"[629, 656]",,,1.0,['NoRel:nan'],[],[]
starshade.S10.Q4,starshade,922,Are there other pictures like this?,"[710, 745]",I want to take more photos...why haven't we?,"[986.0, 1011.0]",5.0,['Implicit:Comparison.Similarity'],[],['Implicit:Comparison.Concession.Arg2-as-denier']
starshade.S105.Q5,starshade,5425,What are the four petals?,"[5402, 5423]",Is it a star?,"[5435.0, 5455.0]",3.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
starshade.S12.Q4,starshade,1012,Is it possible to take more photos like this?,"[932, 965]",take the Hubble....turn it around and move it....,"[1057.0, 1091.0]",4.0,['Implicit:Expansion.Conjunction'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'AltLex:Contingency.Condition.Arg2-as-cond']"
starshade.S16.Q4,starshade,1155,Would you be able to photograph Mars?,"[1118, 1153]",...a slightly blurry picture of the Earth,"[1155.0, 1184.0]",3.0,[],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason']"
starshade.S107.Q5,starshade,5507,Who is seeing?,"[5485, 5505]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S109.Q5,starshade,5623,Where did they build?,"[5560, 5588]",,,1.0,['AltLex:Temporal.Asynchronous.Precedence'],[],[]
starshade.S20.Q4,starshade,1291,But can you photograph the other planets?,"[1188, 1224]",here we are...at Uranus,"[1342.0, 1364.0]",4.0,['AltLex:Temporal.Asynchronous.Precedence'],['AltLex:Temporal.Asynchronous.Precedence'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result']"
starshade.S116.Q5,starshade,5791,what happens if they're off by a millimeter?,"[5759, 5789]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S14.Q5,starshade,1226,Why would we do that anyway?,"[1096, 1132]",,,1.0,['Explicit:Contingency.Cause.Reason'],[],[]
starshade.S21.Q5,starshade,1330,What do we see now?,"[1291, 1328]",We see less detail,"[1366.0, 1421.0]",5.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'EntRel:nan']"
starshade.S23.Q5,starshade,1423,Will we go further?,"[1330, 1364]",We went 10 times further,"[1457.0, 1498.0]",5.0,['Implicit:Comparison.Concession.Arg2-as-denier'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']"
starshade.S25.Q5,starshade,1569,What do we see from the Kuiper Belt?,"[1545, 1567]",It's completely unclear now,"[1569.0, 1597.0]",5.0,['AltLex:Temporal.Synchronous'],['AltLex:Temporal.Synchronous'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'AltLex:Temporal.Synchronous']"
starshade.S102.Q5,starshade,5262,what's not science fiction?,"[5234, 5260]",the petals unfurling on a sub-scale star shade.,"[5412.0, 5423.0]",4.0,['EntRel:nan'],['EntRel:nan'],['NoRel:nan']
starshade.S104.Q5,starshade,5399,what was tested?,"[5341, 5359]",a sub-scale star shade.,"[5435.0, 5455.0]",5.0,['NoRel:nan'],['NoRel:nan'],['EntRel:nan']
starshade.S106.Q5,starshade,5457,"what does it actually do, though?","[5425, 5429]",the petals unfurl.,"[5522.0, 5535.0]",3.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
starshade.S27.Q5,starshade,1640,What is this pale blue dot?,"[1599, 1638]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
starshade.S29.Q5,starshade,1846,What do we see if we move further?,"[1780, 1811]",We don't see the planet at all anymore,"[1941.0, 1963.0]",5.0,['NoRel:nan'],['NoRel:nan'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result', 'Explicit:Expansion.Conjunction']"
starshade.S35.Q5,starshade,1965,Now what?,"[1846, 1883]","We don't move further, all we see is the sun","[1975.0, 2018.0]",3.0,['Implicit:Expansion.Conjunction'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']"
starshade.S108.Q5,starshade,5537,what's the size?,"[5468, 5481]",,,1.0,"['EntRel:nan', 'AltLex:Temporal.Asynchronous.Precedence']",[],[]
starshade.S112.Q5,starshade,5652,what does deploying it do?,"[5634, 5650]",the petals rotate into place and unfurl.,"[5658.0, 5690.0]",4.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
starshade.S97.Q5,starshade,5212,what's going to move?,"[5088, 5092]",,,1.0,['NoRel:nan'],[],[]
starshade.S55.Q4,starshade,3008,Did you not know that we are not supposed to look at the eclipse without protection for our eyes?,"[2991, 3006]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
starshade.S57.Q4,starshade,3062,Who are you talking about?,"[3014, 3021]",,,1.0,[],[],[]
starshade.S59.Q4,starshade,3249,Why is the dim part so important?,"[3235, 3247]",The dim part would be the shadow where the telescope would be placed.,"[3468.0, 3489.0]",5.0,[],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Implicit:Temporal.Asynchronous.Precedence']"
starshade.S61.Q4,starshade,3325,What would this achieve?,"[3304, 3323]",The shadow or dim part would serve for the telescope to be placed there in order for us to see planets.,"[3444.0, 3489.0]",5.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Implicit:Temporal.Asynchronous.Precedence']"
starshade.S78.Q5,starshade,4239,What are you trying to see by controlling diffraction?,"[4063, 4082]",Planets,"[4448.0, 4459.0]",5.0,['EntRel:nan'],[],"['EntRel:nan', 'Explicit:Expansion.Conjunction']"
starshade.S85.Q5,starshade,4378,What purpose does the shadow serve?,"[4350, 4376]",Dimmer shadow means planets stand out,"[4437.0, 4468.0]",4.0,['EntRel:nan'],['EntRel:nan'],"['EntRel:nan', 'Explicit:Expansion.Conjunction']"
starshade.S87.Q5,starshade,4534,What size are the planets normally?,"[4512, 4532]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
starshade.S89.Q5,starshade,4728,What is the size of the starshade?,"[4539, 4591]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S91.Q5,starshade,4910,Where does it go after the hub?,"[4878, 4908]",Separates from the telescope,"[4913.0, 4941.0]",4.0,['Implicit:Temporal.Asynchronous.Precedence'],['Implicit:Temporal.Asynchronous.Precedence'],['Implicit:Temporal.Asynchronous.Precedence']
starshade.S46.Q4,starshade,2764,What is the technology that you are talking about?,"[2499, 2514]",,,1.0,['EntRel:nan'],[],[]
starshade.S53.Q4,starshade,2828,How did the eclipse inspire him?,"[2779, 2786]",,,1.0,['Implicit:Expansion.Conjunction'],[],[]
